epoch,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
1,30.45156966149807,89.62263703346252,221.87881731987,134.31684041023254,25.764888033270836,121.9249125123024,266.1436719894409,116.47779321670532
2,8.573387145996094,35.58548095822334,122.47171342372894,78.2131536602974,9.954632803797722,53.0784458220005,169.99316608905792,60.27215749025345
3,6.693537950515747,29.19523760676384,113.06205117702484,73.02270191907883,5.353538826107979,28.50387129187584,164.11104905605316,53.67901259660721
4,7.20350606739521,32.26929885149002,100.66833961009979,67.14691823720932,5.789033621549606,29.347524613142014,146.80885684490204,48.41928392648697
5,4.74586171656847,23.43363267183304,101.10068261623383,64.19184625148773,5.213118210434914,29.397364258766174,145.78024458885193,48.80892074108124
6,5.702663280069828,27.970244616270065,97.2510861158371,62.7955539226532,5.141265593469143,27.72652032971382,139.01303732395172,47.540558993816376
7,4.840329334139824,25.42761179804802,96.52117490768433,62.41225218772888,5.085122115910053,27.416312366724014,136.91362595558167,46.67354130744934
8,4.715989500284195,25.329060405492783,91.85913860797882,57.75992602109909,5.085793636739254,27.20251327753067,127.44485914707184,44.96370357275009
9,4.832441840320826,26.915982604026794,94.77510368824005,60.18177407979965,4.88093288987875,26.326586216688156,131.36883211135864,45.59428429603577
10,4.413067329674959,25.455909878015518,89.97038221359253,56.57962852716446,4.944603510200977,27.693558901548386,120.98714709281921,43.48737519979477
11,6.217336270958185,33.141125440597534,89.95045626163483,54.128367364406586,4.525802545249462,25.881250351667404,118.4067599773407,42.900626212358475
12,4.007843434810638,24.401488453149796,87.12277007102966,51.32412654161453,5.093729492276907,27.442613393068314,108.55409824848175,42.12516385316849
13,4.485561970621347,27.0528507232666,87.74909114837646,54.00176805257797,5.132198344916105,29.260445952415466,118.6854293346405,41.39560243487358
14,4.630070745944977,27.351591050624847,83.11375445127487,50.00559026002884,5.3380554132163525,28.863160848617554,106.06197047233582,40.034775376319885
15,4.596723075956106,26.262857168912888,83.86150968074799,50.87848734855652,3.9018513672053814,24.248735666275024,111.07744646072388,40.040770173072815
16,4.426461935043335,29.137486457824707,88.57949590682983,51.706419825553894,4.129201713949442,25.878338307142258,111.14044904708862,40.819082736968994
17,4.844586241990328,29.595390051603317,88.60644441843033,56.214288890361786,5.662562198936939,30.89652270078659,116.72529911994934,40.398782193660736
18,4.071182172745466,25.616289138793945,86.06578230857849,51.31836724281311,3.9425818622112274,24.573432594537735,107.85488629341125,40.23484182357788
19,4.789543077349663,27.515168070793152,80.33717453479767,47.85915291309357,4.417613476514816,25.703915894031525,99.41738903522491,38.29026347398758
20,4.499325506389141,29.037492394447327,86.0874775648117,52.83727318048477,4.717587996274233,29.79373410344124,111.58132481575012,39.34927833080292
21,3.8408815003931522,25.10949245095253,80.98835664987564,47.08231231570244,6.178237751126289,31.586768358945847,96.85032951831818,37.843308091163635
22,5.846516229212284,31.495713770389557,79.42178177833557,46.41136425733566,4.065068893134594,23.033593967556953,96.95900976657867,37.11876502633095
23,4.0368665754795074,23.783654928207397,77.15374952554703,44.489038825035095,4.179004870355129,24.13125714659691,91.27974724769592,36.10241508483887
24,4.185627654194832,25.07618674635887,75.800037920475,45.134705781936646,4.158379480242729,24.178105145692825,95.66933333873749,35.222771763801575
25,4.663779322057962,26.080641001462936,75.21025639772415,44.6860266327858,4.494337726384401,26.09082520008087,94.64347672462463,34.98041275143623
26,4.97747628390789,27.716459929943085,72.59157425165176,43.7335509955883,4.293165512382984,24.908301562070847,92.72143280506134,33.14545440673828
27,4.012724999338388,23.41843020915985,76.5839849114418,44.73936167359352,4.394017796963453,25.71715733408928,95.78531265258789,34.952473014593124
28,4.378896851092577,27.03294712305069,81.8286783695221,47.11703434586525,4.162342328578234,29.707923740148544,104.74292016029358,38.34857538342476
29,5.675364665687084,30.597858667373657,75.49947494268417,43.11272820830345,5.611975982785225,31.728727638721466,90.84617966413498,34.860626459121704
30,4.025856718420982,23.588189512491226,72.35209274291992,42.74266320466995,3.846036046743393,24.76398739218712,91.98975884914398,33.68311619758606
