epoch,G_GAN,G_L1,D_real,D_fake
88,47.3060405254364,746.627031326294,17.234931990504265,16.012042373418808
89,48.71479320526123,748.8996734619141,15.382026694715023,15.818795427680016
90,48.26006716489792,754.5812377929688,17.05148958414793,16.290518775582314
91,45.64403820037842,754.2814617156982,16.682987309992313,14.96657332777977
92,45.813057005405426,743.6235866546631,16.10650685802102,15.580868527293205
93,45.84480023384094,749.3934745788574,16.454482704401016,14.757884815335274
94,46.63042664527893,741.1623630523682,17.553863553330302,15.165940053761005
95,48.0542923361063,741.2191276550293,15.986040262505412,17.411839373409748
96,46.37350982427597,735.6369190216064,16.50294789671898,14.378849618136883
97,47.893955647945404,735.5537586212158,18.393131967633963,15.824580699205399
98,47.65510055422783,730.5094127655029,17.11058147251606,16.111565731465816
99,46.585269913077354,728.8069686889648,16.729450054466724,15.313693717122078
100,46.9519464969635,730.955005645752,15.376312173902988,15.124612629413605
