epoch,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
1,53.118780344724655,51.36170157790184,156.2820611000061,78.10114634037018,47.287605971097946,47.63481795787811,157.29709315299988,75.24060487747192
2,17.39170417189598,20.212001144886017,119.76058626174927,53.365357518196106,15.408592730760574,18.541137903928757,115.75438404083252,56.255035161972046
3,13.642297059297562,19.149072587490082,107.88948941230774,47.910859286785126,12.582440212368965,17.956945925951004,104.10045409202576,49.468419551849365
4,11.558185920119286,18.03712570667267,109.7241839170456,46.24894720315933,12.301142781972885,19.179807305336,101.22665655612946,50.136490166187286
5,10.163908421993256,16.99203470349312,99.21333169937134,43.56351161003113,10.051074460148811,17.224541813135147,94.13442480564117,45.895516097545624
6,10.487125158309937,17.907813727855682,101.46399104595184,43.145307779312134,11.130387231707573,18.744293123483658,94.19711709022522,46.10188144445419
7,10.704137653112411,18.210305333137512,90.82280051708221,41.52540069818497,10.254449635744095,18.64081859588623,88.74117934703827,42.02662444114685
8,10.27519229054451,18.121857792139053,93.23162364959717,41.80691748857498,9.539259612560272,17.420832246541977,88.02132320404053,42.91516834497452
9,10.18372406065464,18.24506264925003,87.67297077178955,39.50690484046936,10.173995926976204,18.823074966669083,84.6331696510315,40.46252506971359
10,9.64445161819458,17.207495361566544,87.51400864124298,39.63611000776291,10.182517781853676,18.13579812645912,84.03948402404785,40.84032505750656
11,9.507086917757988,17.460118919610977,87.69847476482391,38.65949946641922,8.889711141586304,17.25341710448265,83.67823123931885,40.93317174911499
12,9.533254370093346,18.318839013576508,90.70835292339325,39.05408465862274,11.572557419538498,20.33520817756653,83.80852627754211,40.39468801021576
13,10.271126925945282,18.641769409179688,82.95480811595917,38.09982788562775,8.548921301960945,17.15926194190979,81.82422578334808,38.657014429569244
14,9.314142301678658,16.975955694913864,82.16811752319336,37.67781811952591,9.055270865559578,17.253074884414673,79.42515885829926,38.545265913009644
15,9.849828824400902,17.042865604162216,81.94152987003326,37.57506573200226,11.315950572490692,19.00923353433609,79.7404682636261,37.99540740251541
16,10.60646441578865,19.41613882780075,84.00529623031616,38.8581326007843,8.651011690497398,16.904680132865906,82.89082419872284,39.03258287906647
17,8.88839915394783,18.11606067419052,79.77261328697205,36.47205036878586,9.126049101352692,18.048955023288727,77.7358455657959,37.01738476753235
18,9.498099461197853,17.462487995624542,78.96151041984558,36.39197528362274,9.8228168040514,18.053773045539856,75.56921923160553,36.21511948108673
19,9.135477498173714,18.65968883037567,78.22410261631012,36.217410922050476,9.1595748513937,17.633897304534912,79.17385601997375,36.37922716140747
20,9.191484928131104,17.79670399427414,84.34776282310486,35.89730900526047,8.868334159255028,20.20071330666542,81.70697915554047,38.82123684883118
21,10.827166303992271,19.189280852675438,78.49104595184326,35.80263316631317,9.948097333312035,19.233956933021545,77.5425831079483,36.84945523738861
22,9.786216676235199,17.835853427648544,73.5905294418335,33.882618725299835,9.432452037930489,17.725441485643387,72.02918303012848,34.47862356901169
23,8.983614936470985,19.07891809940338,79.4934755563736,35.29539358615875,8.717733070254326,17.652367502450943,77.7033063173294,35.77879476547241
24,10.151746809482574,19.118106067180634,74.30405592918396,33.98502731323242,9.941316708922386,18.055235639214516,73.97597551345825,34.104724168777466
25,8.145203828811646,18.21483838558197,75.352303981781,33.83186501264572,9.412686720490456,18.759439647197723,74.47075033187866,34.06480050086975
26,9.568603068590164,21.30850176513195,75.53814673423767,33.85063487291336,9.377570256590843,20.09075963497162,73.78846025466919,34.591973185539246
