epoch,G_GAN,G_L1,D_real,D_fake
1,14.386199235916138,630.2478294372559,14.17970621585846,13.021705329418182
2,14.585764706134796,536.6430130004883,12.011853039264679,11.871798574924469
3,15.346680641174316,519.6096897125244,11.2487011551857,10.925097227096558
4,19.13548243045807,504.4997787475586,12.702531158924103,12.15589240193367
5,22.761457800865173,492.9215316772461,7.278307110071182,6.943553686141968
6,29.883477568626404,493.8069190979004,5.571176543831825,5.210560843348503
7,37.64839994907379,483.5166263580322,3.6142271608114243,3.4268869385123253
8,37.73008280992508,487.92198944091797,5.201104626059532,4.660783015191555
9,35.33618986606598,485.37929344177246,6.641642779111862,6.919061228632927
10,30.59509837627411,484.8333339691162,6.8870651833713055,7.349848531186581
11,28.28780260682106,490.6675567626953,7.579022817313671,7.482138216495514
12,31.83939838409424,472.3700065612793,6.539406031370163,5.201704557985067
13,30.182875901460648,471.0938320159912,5.247805595397949,6.245959907770157
14,33.78899711370468,477.5755920410156,4.903991162776947,5.686517298221588
15,32.97707253694534,474.95557403564453,5.872236106544733,5.583329264074564
16,31.227289110422134,480.0660209655762,7.60893439501524,6.02256053686142
17,30.54515314102173,470.01562309265137,6.730913698673248,5.964708782732487
18,32.770600616931915,470.7795124053955,5.524245720356703,6.073458902537823
19,30.523478984832764,473.2695369720459,7.998239167034626,6.37775157019496
20,31.736114263534546,462.01405334472656,6.508004799485207,6.225822823122144
21,30.724654853343964,461.8392562866211,6.907307742163539,6.674351662397385
22,32.08978796005249,464.5116424560547,6.4906762056052685,6.159948881715536
23,28.477112531661987,470.52263832092285,6.799275662750006,6.322308704257011
24,30.64301010966301,455.7754154205322,6.9784618727862835,6.481270380318165
25,35.46376413106918,455.36450386047363,8.35688466951251,9.016785075888038
26,30.365777015686035,468.76058197021484,6.214980863034725,6.574058465659618
27,26.54674059152603,465.1874370574951,7.567004557698965,5.9022169932723045
28,31.641953885555267,451.9735507965088,6.374363616108894,6.047023143619299
29,30.779999271035194,448.2020492553711,7.034653592854738,5.839855082333088
30,34.26381117105484,439.5237274169922,5.318875998258591,6.402542691677809
31,31.703645423054695,439.1084747314453,6.464508997276425,6.087876448407769
32,35.66833424568176,441.4707489013672,5.885616470128298,5.944672431796789
33,35.111442267894745,436.7454605102539,6.407776709645987,7.0139466524124146
34,31.188399612903595,435.71925354003906,5.203529383987188,4.6973792389035225
35,35.56192898750305,450.7050952911377,6.457013795152307,6.730491824448109
36,34.97374653816223,433.6890068054199,5.465359818190336,5.469889607280493
37,32.56173324584961,440.4062213897705,6.138824451714754,5.6503070294857025
38,36.71717727184296,431.2000923156738,5.428619744256139,5.733440592885017
39,33.718869507312775,429.27421951293945,6.261902812868357,4.700852829962969
40,36.61045014858246,433.71863174438477,5.7646214216947556,5.243111126124859
41,35.43547171354294,422.0992088317871,6.5048660933971405,5.8956907372921705
42,38.85685622692108,421.86134910583496,4.4293079257477075,4.84201462008059
43,36.704605281353,422.61181449890137,5.838349453173578,7.136758418753743
44,35.61561584472656,414.08726692199707,5.1500114928931,4.615455508232117
45,39.018343687057495,409.9907646179199,4.681155199185014,5.554344177246094
46,36.91756156086922,408.47262382507324,8.711374400183558,6.696688590571284
47,39.58470869064331,410.0872573852539,4.559510892257094,4.271100644022226
48,36.80451017618179,412.4299545288086,4.458819076418877,4.114716228097677
49,38.84632498025894,404.4345588684082,4.920201197266579,4.9001418724656105
50,39.90346843004227,404.30354499816895,5.896088276058435,5.28446738421917
51,40.45077050477266,396.3536853790283,7.1920449221506715,5.895507260225713
52,38.10779511928558,398.60319900512695,4.131835430860519,3.838434137403965
