epoch,D_A,G_A,cycle_A,idt_A,pred_A,D_B,G_B,cycle_B,idt_B,pred_B
48,19.546983383595943,133.64280664920807,66.15701031684875,0.0,31.509581118822098,34.98933554068208,121.0077919960022,161.95688033103943,0.0,126.99776935577393
49,29.18740089610219,113.41435152292252,60.65222156047821,0.0,31.145146161317825,39.74639097601175,110.59432673454285,156.0122686624527,0.0,126.07688784599304
50,18.136349335312843,119.53572237491608,67.4324164390564,0.0,30.96182757616043,33.55988484248519,119.59451043605804,157.69694185256958,0.0,126.63597190380096
51,27.909927900880575,110.1210544705391,58.0185906291008,0.0,30.98944491147995,35.86714591830969,115.23327910900116,155.10770642757416,0.0,125.67988348007202
52,28.26729065179825,109.07605484127998,56.54450607299805,0.0,30.73430961370468,39.17623981833458,109.07889497280121,152.62591743469238,0.0,125.45113742351532
53,33.809459034353495,116.96788409352303,67.34916603565216,0.0,30.95801344513893,35.2582676038146,122.80865895748138,155.80466854572296,0.0,129.70745408535004
54,16.451974991708994,132.901025056839,63.515042543411255,0.0,31.213902562856674,35.786894891411066,119.64120805263519,159.77870762348175,0.0,128.23247587680817
55,19.814155470579863,127.58676671981812,56.93345993757248,0.0,30.790316224098206,35.310431621968746,114.26309943199158,155.261838555336,0.0,126.71932530403137
56,21.19843267276883,117.5889003276825,56.79245126247406,0.0,30.743977159261703,35.325561709702015,116.47062110900879,154.93416094779968,0.0,128.58665668964386
57,22.847248636186123,114.49831449985504,56.22558170557022,0.0,31.121793746948242,33.75813156366348,119.29830348491669,153.11467051506042,0.0,128.0711625814438
58,26.737241949886084,118.06518602371216,57.801020205020905,0.0,30.436280965805054,35.550003822892904,115.2155122756958,153.22501349449158,0.0,126.57782065868378
59,19.825872929766774,124.2623211145401,54.91093820333481,0.0,30.151338756084442,37.65308465063572,115.826280772686,151.45694935321808,0.0,126.41158521175385
60,17.523985313251615,127.1289370059967,56.53018820285797,0.0,30.378232657909393,25.52708788588643,126.70135569572449,153.12877821922302,0.0,125.91001904010773
61,84.70831305161119,139.40995308756828,55.8973234295845,0.0,30.390611112117767,33.56828776374459,134.84478271007538,154.09042274951935,0.0,125.99855375289917
62,51.86552086472511,62.18584996461868,52.08326894044876,0.0,30.177927047014236,32.62508665025234,110.93719536066055,149.73364329338074,0.0,124.92411518096924
63,37.84948564320803,77.68828219175339,53.923599421978,0.0,30.016351014375687,43.161114040762186,131.27958166599274,152.1281155347824,0.0,125.99212729930878
64,25.246642868965864,93.2979068160057,53.29137587547302,0.0,29.69219383597374,28.453840915113688,110.09871685504913,149.470787525177,0.0,125.49029052257538
65,25.06290463358164,100.16262382268906,55.4780832529068,0.0,29.521432727575302,32.268143605440855,118.63052827119827,149.3636108636856,0.0,126.25876760482788
66,23.843960389494896,103.52456223964691,54.00446164608002,0.0,29.480878114700317,24.451079055666924,121.77450788021088,147.16236543655396,0.0,124.76337492465973
67,20.957972671836615,117.87503337860107,54.30221724510193,0.0,29.63339591026306,48.55439668148756,112.05685114860535,149.52828240394592,0.0,125.50071430206299
68,22.95311736688018,109.6070094704628,57.90874493122101,0.0,29.512642353773117,26.281054966151714,119.90344285964966,150.74200534820557,0.0,126.62095403671265
69,16.186745643615723,137.5622883439064,98.01540243625641,0.0,31.310474425554276,14.580428993329406,153.23692405223846,169.6268948316574,0.0,132.33204925060272
70,18.08934828825295,136.07713437080383,64.82386672496796,0.0,30.42110848426819,33.90070240199566,133.33541822433472,157.2685455083847,0.0,130.3769748210907
71,16.796690905466676,125.7038100361824,59.41382974386215,0.0,30.084933429956436,30.671211656183004,125.47210335731506,153.0920534133911,0.0,125.94061207771301
72,15.75131144747138,126.89479637145996,58.33232820034027,0.0,30.68125030398369,26.39489335566759,134.1732698082924,154.41677141189575,0.0,126.37147617340088
73,19.772873083129525,126.95724871754646,56.8236745595932,0.0,30.497670471668243,27.81233629398048,138.77372127771378,154.2619947195053,0.0,126.13559591770172
74,22.66192533262074,111.29731392860413,55.545055508613586,0.0,30.176228165626526,26.453204963356256,129.5110466480255,151.9830722808838,0.0,125.72505068778992
75,27.429036566987634,114.37863093614578,57.82135558128357,0.0,30.156454265117645,29.681494100019336,142.86269891262054,152.67829632759094,0.0,125.50169825553894
76,18.135944625362754,125.59172224998474,59.018715620040894,0.0,29.71845269203186,46.00212932378054,121.73408055305481,151.61507499217987,0.0,125.4186760187149
77,19.575687607750297,125.52221065759659,54.67675596475601,0.0,28.74832746386528,37.845247242599726,94.91088080406189,145.52100718021393,0.0,126.53987944126129
78,18.414840698242188,126.57897168397903,54.03805285692215,0.0,29.03419378399849,32.0380782186985,118.60865199565887,149.10778379440308,0.0,126.2263720035553
79,22.623534655198455,121.22642710804939,53.72822690010071,0.0,28.84838730096817,29.87449925020337,123.3503794670105,147.75693690776825,0.0,124.67597389221191
80,23.038725055754185,119.83629032969475,55.870732963085175,0.0,28.9327532351017,28.689582124352455,124.99494653940201,148.2746855020523,0.0,124.75101828575134
81,23.774774516001344,109.13722950220108,54.99258774518967,0.0,29.378938734531403,39.240165673196316,123.84010475873947,147.54042029380798,0.0,124.47765576839447
82,18.36485220864415,123.14336889982224,61.39108890295029,0.0,29.36525484919548,30.53111726976931,126.0528724193573,150.82420790195465,0.0,129.19757664203644
83,22.46613205038011,119.91007620096207,55.37342131137848,0.0,29.033404290676117,21.943933606147766,128.17950546741486,150.427805185318,0.0,125.81685495376587
84,20.23480497673154,118.71839851140976,54.04717355966568,0.0,28.75800919532776,23.233683846890926,129.89357608556747,147.32883179187775,0.0,124.9259123802185
85,23.30007304251194,118.10582345724106,52.42259019613266,0.0,28.69670221209526,26.34994361922145,125.16665661334991,146.04661631584167,0.0,124.41318869590759
86,20.031421745195985,115.93479831516743,53.053638219833374,0.0,28.901958733797073,20.09650169312954,133.17332708835602,147.97460865974426,0.0,124.18866753578186
87,155.69543229229748,258.4449623823166,61.41062659025192,0.0,28.751137137413025,32.83621546626091,124.38719183206558,150.14877927303314,0.0,130.92894876003265
88,90.03719992935658,81.68001437187195,124.79217982292175,0.0,29.74966275691986,27.61788484454155,141.65633499622345,163.13807773590088,0.0,127.95432591438293
89,58.74237824976444,59.23219472169876,65.04805678129196,0.0,28.928246170282364,22.40006646886468,132.59096443653107,151.52239286899567,0.0,124.88727498054504
90,60.11928227543831,58.87874782085419,56.97279506921768,0.0,28.35760933160782,24.21746314316988,128.86722320318222,146.29239356517792,0.0,123.88227164745331
91,61.57213704288006,61.26763439178467,60.73581123352051,0.0,28.13722425699234,20.359656002372503,134.2504254579544,144.99563872814178,0.0,123.89462184906006
92,63.38359893858433,52.315293073654175,51.186417162418365,0.0,28.21481654047966,21.676154550164938,134.52699959278107,142.6272441148758,0.0,122.96046137809753
93,49.87398988008499,63.13949501514435,78.67392861843109,0.0,29.00727614760399,22.160252956673503,155.119078040123,155.6201639175415,0.0,124.37604784965515
94,42.117451690137386,75.90068578720093,54.33646833896637,0.0,28.655756056308746,15.86979959346354,147.87746119499207,148.2381740808487,0.0,123.25147294998169
95,27.48196991160512,88.95655310153961,54.743665635585785,0.0,28.56144942343235,31.736252043396235,145.8321828842163,146.36006939411163,0.0,123.66688787937164
96,20.787290005013347,100.35166907310486,79.7564851641655,0.0,28.604542315006256,18.851272525265813,138.64419901371002,152.57406902313232,0.0,124.39014959335327
97,21.752714663743973,101.08479809761047,59.16447073221207,0.0,28.41482365131378,16.919330721721053,151.60894626379013,152.26295852661133,0.0,124.65316557884216
98,63.194065384566784,127.85240507125854,54.26858353614807,0.0,28.301886022090912,18.212982524186373,150.9625747203827,148.93742680549622,0.0,124.5502701997757
99,28.93577898852527,90.65602764487267,53.48981362581253,0.0,28.38129448890686,30.230688244104385,130.82033270597458,146.75735664367676,0.0,124.03762149810791
100,16.94425094500184,115.20479899644852,51.93152278661728,0.0,27.775413066148758,20.015190921723843,134.25662767887115,146.74822676181793,0.0,124.07071137428284
