epoch,G_GAN,G_L1,D_real,D_fake
1,18.543552339076996,944.6938858032227,16.52310699224472,15.887387096881866
2,25.36661595106125,837.2145919799805,11.676949292421341,10.819686025381088
3,46.57900285720825,815.5502510070801,5.180715128779411,4.543995462357998
4,57.67251634597778,823.0636444091797,3.8412810564041138,3.4345997273921967
5,48.328006863594055,826.1976509094238,7.444595646113157,7.092297997325659
6,58.391061782836914,818.9035606384277,2.3487064503133297,2.262356709688902
7,57.489666283130646,829.8785400390625,3.835513263940811,4.8810922764241695
8,55.71887493133545,832.7004318237305,5.7295294757932425,4.5306001007556915
9,58.6390506029129,832.3571357727051,3.6756672021001577,4.182817796245217
10,53.27036553621292,849.5132865905762,3.810255002230406,4.10449868068099
11,58.62181395292282,842.2075347900391,3.65522725507617,3.5855853874236345
12,54.60577553510666,835.2651100158691,6.674252366647124,6.72896174620837
13,58.0447361767292,840.630615234375,3.8583804639056325,3.752887811511755
14,54.20647352933884,846.9928894042969,4.8323314394801855,4.779235702008009
15,54.26078347861767,838.268497467041,5.191857362166047,5.393974022939801
16,54.89574545621872,846.5568046569824,5.1093112082453445,5.98546446301043
17,55.57310712337494,843.0876426696777,3.574501933529973,3.9473753720521927
18,54.445176400244236,839.6733207702637,6.799804027657956,7.752480195835233
19,53.09003686904907,835.7225723266602,4.941161755472422,4.1071363594383
20,52.58581703901291,846.4691123962402,7.522493742406368,5.762081744149327
21,52.05728843808174,834.5504531860352,5.168491980060935,6.1789914034307
22,55.63342237472534,834.1657905578613,5.778519128449261,4.666389570571482
23,52.15608066320419,833.7356224060059,6.106429424136877,6.514121863991022
24,49.7218849286437,847.4125061035156,8.132670100778341,5.543548593297601
25,57.110409796237946,820.0064506530762,5.161778359673917,6.870562499389052
26,52.92156106233597,829.6906585693359,5.092637434601784,5.050727687776089
27,51.04790776968002,820.6443328857422,7.494503268040717,6.727713542059064
28,46.64294230937958,824.661434173584,6.3870395217090845,5.398487210273743
29,51.32986180484295,821.3286094665527,5.712364570237696,7.844280275516212
30,47.75697287917137,827.7419242858887,7.003950018435717,5.106783443130553
31,51.1133573949337,814.8934135437012,7.179002188146114,6.44467593356967
32,49.29643511772156,818.1124572753906,6.068579085171223,5.562049582600594
33,48.58735680580139,802.5817108154297,6.300116311758757,5.980746204033494
34,45.9192036986351,814.509895324707,6.8227111073210835,5.265225142240524
35,46.67089167237282,801.4804191589355,5.014708850067109,4.702830091118813
36,50.44007796049118,802.7809753417969,5.211223040474579,6.148571223020554
37,46.430381804704666,804.1199760437012,6.843115107156336,5.431017784401774
38,48.879204139113426,797.3953552246094,6.541566609404981,5.557436008006334
39,52.360150784254074,787.8202667236328,6.00341857271269,6.169212216511369
40,50.876335591077805,790.7881507873535,6.988250409718603,7.225479512475431
41,51.77230339124799,788.1998100280762,5.8167744723614305,7.990823406726122
