epoch,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
1,42.854147881269455,44.189902275800705,121.26589846611023,48.21896743774414,41.844548404216766,43.58251470327377,97.38393318653107,58.78570568561554
2,13.339809775352478,14.393650650978088,93.75883603096008,31.048730731010437,12.533705800771713,13.333773076534271,67.07761442661285,43.51729953289032
3,9.39838594198227,11.60278308391571,90.51629161834717,28.750695526599884,10.92445170879364,13.14225772023201,63.16054880619049,41.000441551208496
4,9.926927715539932,12.923825770616531,86.10357224941254,27.496189773082733,9.106265798211098,11.833003014326096,58.21043038368225,39.04193997383118
5,9.141832694411278,12.744092643260956,87.53818917274475,27.06723403930664,8.928293973207474,12.124094843864441,58.55378746986389,38.56987142562866
6,9.271182164549828,12.804706901311874,79.29074001312256,25.519330382347107,8.831620872020721,12.214918613433838,54.036863803863525,35.60958915948868
7,9.214207962155342,13.094067066907883,80.29927432537079,24.854188323020935,9.199769034981728,12.960636049509048,53.62008988857269,35.47470796108246
8,7.847535476088524,11.858332842588425,71.09877490997314,24.014529526233673,8.393035680055618,12.434754192829132,51.465638279914856,32.356170654296875
9,7.695562794804573,12.610646054148674,77.66354584693909,24.71933424472809,8.151417821645737,12.293997973203659,51.88782000541687,34.208848774433136
10,8.78178334236145,15.198434442281723,74.7434149980545,24.793707489967346,9.192844316363335,13.4819917678833,52.61687517166138,32.860051333904266
11,7.985707685351372,12.768844574689865,70.92309498786926,23.004015862941742,8.147631108760834,12.427777081727982,48.32620823383331,31.959168434143066
12,7.779736936092377,15.078903615474701,70.01087498664856,22.81872719526291,7.5997058898210526,12.19431558251381,47.72566902637482,30.7785906791687
13,6.830137223005295,13.823064267635345,66.43021547794342,22.63683182001114,8.351370215415955,13.000090956687927,46.462844252586365,29.74401319026947
14,7.17998580634594,15.088169246912003,68.54888725280762,22.28812086582184,7.91267891228199,12.571984380483627,46.31411826610565,30.327381372451782
15,8.254491120576859,14.76332226395607,65.86470997333527,21.93866091966629,7.874571591615677,12.325975567102432,45.12218761444092,29.665416538715363
16,7.10017628967762,14.658197656273842,65.83680784702301,21.735764741897583,9.012840300798416,13.40288819372654,45.07874822616577,29.710569441318512
17,6.45071604847908,15.865953266620636,67.14497780799866,22.363540828227997,7.390251085162163,11.804520308971405,46.778356194496155,29.310897529125214
18,7.721921771764755,14.94232089817524,64.97939383983612,21.397886514663696,8.074340045452118,12.659481346607208,43.347479581832886,28.83479732275009
19,8.873714804649353,13.730235636234283,62.46544361114502,21.09423840045929,8.688486143946648,13.400004029273987,43.54847705364227,28.217387557029724
20,6.896889582276344,13.802939057350159,60.97770845890045,20.865568578243256,7.296084076166153,11.486643761396408,42.52022635936737,27.09870022535324
21,7.805642202496529,14.192462489008904,60.2967746257782,21.107746958732605,8.271381944417953,12.604765802621841,43.042651653289795,26.794088542461395
22,8.145919978618622,15.688392922282219,60.84584045410156,21.005589544773102,7.728288993239403,11.887372940778732,42.40153682231903,27.405106902122498
23,7.1148248463869095,13.491147220134735,62.369784235954285,20.843612045049667,8.155790209770203,12.393936276435852,42.2980877161026,27.599211513996124
24,7.553331702947617,13.678362399339676,60.213693618774414,20.515792906284332,8.485020786523819,12.459029406309128,41.369919419288635,26.86685174703598
25,7.890956178307533,15.136373296380043,60.91420602798462,20.705757200717926,7.385486841201782,11.634164303541183,41.47330343723297,27.1157665848732
26,8.169503152370453,14.185692846775055,57.1298223733902,19.600194454193115,8.924639359116554,12.58425658941269,39.45982074737549,25.563438892364502
27,7.561212882399559,13.563984662294388,61.03916156291962,20.167491227388382,7.5390088856220245,11.184121310710907,40.50542151927948,26.24800193309784
28,7.860660329461098,12.777457505464554,57.06344795227051,19.337267249822617,9.54291969537735,12.934543669223785,39.99697709083557,25.335262537002563
29,9.408555939793587,13.347317710518837,55.47304093837738,19.377965599298477,7.519321784377098,10.99111670255661,40.018408358097076,24.878830075263977
30,7.62170784175396,10.403510868549347,53.514675974845886,17.97603127360344,8.281855687499046,12.077330529689789,36.85346561670303,24.742102921009064
31,7.815189257264137,11.783169209957123,57.81310045719147,18.35717737674713,7.743105426430702,12.074334651231766,39.63444697856903,26.05482828617096
32,7.318369582295418,13.180063545703888,59.41849446296692,18.811489641666412,8.867776855826378,13.103593289852142,39.62748837471008,26.170649826526642
33,7.70668238401413,13.263919726014137,57.677450299263,18.57488262653351,7.542265221476555,12.650621116161346,39.95129609107971,25.316015481948853
34,7.911461219191551,15.293818280100822,58.69293451309204,19.73648574948311,7.938475877046585,13.391879737377167,41.262412667274475,25.630391597747803
35,7.160975769162178,14.364474579691887,57.48099756240845,18.603020429611206,7.144981727004051,12.582350105047226,39.41884547472,25.08709156513214
36,7.332791745662689,14.315768748521805,53.83031117916107,18.50594899058342,8.17181958258152,13.175756350159645,38.92151468992233,24.107718586921692
37,7.190404683351517,14.305989533662796,55.92687427997589,18.073580622673035,7.033886760473251,13.118328392505646,37.961562633514404,24.701525449752808
38,6.245144188404083,14.388984948396683,54.44462168216705,18.08787378668785,8.168831661343575,13.987162172794342,37.19002741575241,24.05400538444519
39,8.163664609193802,15.015755146741867,55.52193820476532,17.95606490969658,8.525528311729431,14.075881004333496,38.02526265382767,24.184574782848358
40,12.531259372830391,17.57558274269104,51.84756398200989,17.526959031820297,6.911830425262451,12.549143433570862,36.488292038440704,23.384435296058655
