epoch,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
1,26.216457426548004,100.5244904756546,216.4329113960266,123.75963521003723,24.080806829035282,87.89327400922775,245.5685122013092,103.79048985242844
2,8.243461109697819,35.07590854167938,124.17767858505249,76.506496489048,14.097208421677351,86.12030443549156,166.6531286239624,61.98046684265137
3,11.794971540570259,51.26018327474594,98.08008062839508,70.42648100852966,6.798587877303362,43.616263538599014,155.4321700334549,46.55914443731308
4,4.903451964259148,23.29026111960411,91.48831701278687,65.37946200370789,4.496825702488422,28.996992707252502,147.4480391740799,43.356161177158356
5,4.668515205383301,23.687014281749725,88.22617948055267,63.754796385765076,4.913355179131031,30.822881013154984,145.42892801761627,42.12872785329819
6,5.382446456700563,27.303423762321472,92.61558890342712,63.30748516321182,4.977878160774708,32.79333138465881,145.2323956489563,43.61728322505951
7,4.37971381470561,23.758330911397934,84.04534763097763,61.30992645025253,4.939996913075447,30.25564995408058,135.67836701869965,39.63244792819023
8,5.760477665811777,30.336703091859818,84.85381042957306,64.35502696037292,7.1461537182331085,42.11514210700989,144.60997462272644,39.24952793121338
9,4.257536951452494,24.206966668367386,78.11463195085526,61.42481017112732,4.113779753446579,29.208508402109146,134.52112066745758,37.27519091963768
10,5.259634088724852,28.149629682302475,78.13040488958359,59.261332511901855,4.413125842809677,28.778248727321625,135.6469568014145,36.52467003464699
11,4.30255289748311,24.737363815307617,71.73683619499207,56.29013192653656,3.8373140543699265,26.508814990520477,129.2851116657257,33.320132195949554
12,5.533276904374361,30.086391270160675,70.63343214988708,55.250284075737,4.187591411173344,28.626977026462555,126.4453421831131,33.120274394750595
13,4.330143544822931,25.681265830993652,68.92263555526733,55.60022324323654,5.138132616877556,32.032556146383286,121.59602057933807,31.691378504037857
14,4.072122111916542,24.957890212535858,69.36195081472397,53.728036403656006,3.759870231151581,27.54272586107254,122.45901334285736,31.527204781770706
15,5.959636751562357,32.0904166996479,64.30737274885178,50.10592156648636,4.971931342035532,29.91139793395996,111.72097599506378,29.76280203461647
16,4.045496322214603,24.481707751750946,61.12810957431793,49.248220801353455,4.118477262556553,27.892253786325455,111.1571170091629,28.88862258195877
17,3.975109338760376,24.072627276182175,65.1486064195633,50.873589873313904,3.8360441774129868,27.522764533758163,116.41982686519623,30.30279317498207
18,4.95387052744627,29.171463906764984,62.87879288196564,47.90151172876358,5.172177463769913,33.21164098381996,107.33093547821045,28.62676203250885
19,4.9073713682591915,28.32647395133972,58.224421322345734,47.58336442708969,3.882581029087305,27.03651550412178,104.01626801490784,27.096606105566025
20,3.9300644360482693,24.953830242156982,57.3019260764122,48.371349930763245,3.658466875553131,27.146878242492676,107.51412892341614,26.20438504219055
