epoch,D_A,G_A,cycle_A,idt_A,pred_A,D_B,G_B,cycle_B,idt_B,pred_B
14,158.2129403874278,142.3783470839262,166.8383904993534,0.0,122.14458044618368,162.95847657322884,134.54350389540195,148.81820499897003,0.0,94.82333985716105
15,155.16805250942707,145.75774781405926,160.46143153309822,0.0,117.67745695263147,163.15995217859745,131.6766672730446,136.83568747341633,0.0,93.30012241750956
16,157.52261997386813,147.74555830657482,150.61921626329422,0.0,114.4008790999651,168.17915013805032,131.5760364383459,131.70589435100555,0.0,91.27269351482391
17,145.41914250142872,157.041248396039,159.42209918797016,0.0,112.77015720307827,165.0505244769156,131.18326868116856,132.39254434406757,0.0,92.75512733310461
18,144.17305465228856,164.34632157161832,152.74266520142555,0.0,111.04949775338173,166.70904375985265,133.23475243151188,126.97210243344307,0.0,90.6896967291832
19,139.0495535749942,162.7284302972257,173.08616869151592,0.0,123.7042105793953,163.67746318131685,144.09279146790504,157.00839020311832,0.0,89.74851541221142
20,134.68496454879642,164.97534767910838,155.7635876685381,0.0,110.03915406763554,160.44716481491923,140.34336346387863,129.0755265802145,0.0,89.21253428608179
21,126.61014628503472,172.4449849575758,168.1476125717163,0.0,130.19092024862766,155.19962459802628,158.13647036254406,168.4363219588995,0.0,88.45845557749271
22,130.40008269250393,161.81377448514104,149.99849650263786,0.0,113.73497012257576,153.3645241521299,151.03481104969978,137.2670294046402,0.0,85.65269297361374
23,120.66808100510389,185.00531682372093,193.32109101116657,0.0,129.30094338953495,137.36610677838326,189.2276823669672,168.50330518186092,0.0,114.69712491333485
24,110.64041626546532,191.20561065152287,202.2525931596756,0.0,121.41104175895452,140.70777784101665,186.07876870781183,162.2612186074257,0.0,110.54277640581131
25,125.32913562748581,158.4262898005545,154.3206079006195,0.0,114.45215795189142,136.2440131586045,164.16809971630573,142.50670078396797,0.0,85.65493749082088
26,123.89305047690868,172.14503755792975,168.95790760219097,0.0,136.52308658510447,126.02312641125172,195.82883153110743,165.98672610521317,0.0,86.37690149992704
27,109.17291796579957,191.10675883293152,184.2288644462824,0.0,119.88052143901587,121.52651952579618,179.00466430187225,158.9074242413044,0.0,110.01601603627205
28,117.28025264386088,186.52709391899407,167.92223247885704,0.0,114.80003945529461,121.19907872751355,175.32263574004173,151.60790334641933,0.0,88.79456193000078
29,117.19931767694652,169.73579410463572,153.52717253565788,0.0,113.62094380706549,116.79247020557523,171.8921908736229,146.2254827618599,0.0,84.88747207075357
30,121.78151721507311,170.97105705738068,151.98821172118187,0.0,110.21921870112419,119.18688498064876,174.49127016589046,142.45712299644947,0.0,81.43401714414358
31,122.46304388716817,166.2289985641837,149.2229133695364,0.0,110.0315071195364,113.14091543853283,183.70508063584566,140.84837901592255,0.0,80.68008383363485
32,115.57669367454946,175.14158226922154,152.3954909592867,0.0,108.92157447338104,112.74056307971478,186.3154985010624,139.09753686189651,0.0,82.76958727091551
33,112.36635003518313,171.82299788668752,148.25339630246162,0.0,110.02699436992407,112.92198183760047,183.03508030623198,136.5268272459507,0.0,80.46505857259035
34,93.97586136870086,231.81759333983064,208.25766691565514,0.0,147.61915364861488,94.45872249500826,252.9494024924934,199.57578802108765,0.0,111.26954548805952
35,124.04921405296773,185.22798860818148,153.39223001897335,0.0,110.7536304667592,102.41228818334639,208.08959037810564,142.34168782830238,0.0,79.60991284251213
36,115.68583823740482,171.4754803739488,144.031196475029,0.0,106.51220369338989,124.56138902436942,190.03529269993305,133.25893761217594,0.0,76.7800402417779
37,138.9220063649118,164.3761440962553,139.9538192152977,0.0,105.00893677026033,112.38961335644126,174.69433398917317,126.38694763183594,0.0,75.67688402533531
38,121.54223095625639,168.72345269471407,140.13110367953777,0.0,104.94104109704494,109.64943405240774,184.68435698747635,128.01967604458332,0.0,75.24290484189987
39,92.99074187222868,257.1155338436365,256.7766861394048,0.0,126.00971102714539,93.76772012468427,247.49442106857896,179.8316615819931,0.0,111.77504100650549
40,107.28424373455346,205.46615686267614,157.50765146315098,0.0,104.92402248084545,104.5841246638447,199.38767118752003,132.04235650599003,0.0,77.30463108420372
41,105.33600484766066,176.83198721706867,143.18145315349102,0.0,102.52028907835484,108.88058358617127,186.81766624748707,126.36256846785545,0.0,73.77544825524092
42,94.81072525400668,242.5428820103407,186.62424033880234,0.0,105.27000060677528,106.77068335656077,204.48216596990824,142.0174565911293,0.0,90.75502634048462
43,109.75724380742759,199.12514527514577,142.72965981066227,0.0,102.5273622199893,108.50734818913043,195.30752178281546,124.75198099017143,0.0,75.51668083667755
44,117.8619536831975,188.25946413725615,137.6045854240656,0.0,101.7109771668911,108.06631974875927,191.38404899090528,120.78512981534004,0.0,71.75498130172491
45,127.3838135972619,190.22201995924115,138.06762519478798,0.0,106.7020957171917,103.73251200094819,201.47279439121485,126.06009204685688,0.0,71.16761146485806
46,118.18487880565226,180.73930401355028,134.2534455060959,0.0,100.95960748940706,108.2115388493985,194.72851667553186,118.97510127723217,0.0,71.2224761992693
47,103.45106416475028,195.88288398087025,151.09352476894855,0.0,128.35279469192028,95.20673062372953,236.46873780339956,154.55712254345417,0.0,71.39838334172964
48,106.08926693350077,202.58956982940435,144.32633911073208,0.0,127.30478240549564,84.81082490412518,294.1603298485279,148.74125862121582,0.0,70.23183079063892
49,114.79339483939111,189.67991994321346,135.3873511403799,0.0,105.10293094068766,92.1349014043808,214.06155936047435,120.48562671244144,0.0,69.42623236775398
50,114.42347665131092,185.84865851327777,134.00220911204815,0.0,101.07951383292675,97.32213429082185,207.00396076589823,118.58994735777378,0.0,69.27094669640064
51,158.7308455556631,222.65187320113182,140.81503082811832,0.0,101.65471068769693,103.58127316273749,210.46029019355774,122.18721826374531,0.0,70.33065816015005
52,86.85191386472434,205.5259300172329,185.99869665503502,0.0,100.28472117334604,98.19890580046922,208.84841469675303,135.25023898482323,0.0,78.96338513493538
53,97.35865888837725,183.86641512066126,134.85178956389427,0.0,98.08125799894333,108.82063450478017,188.75754918158054,117.5702006071806,0.0,69.10047211498022
54,105.283831525594,184.85629213228822,133.14219485223293,0.0,98.02660322189331,108.34528440795839,190.16388040035963,116.27188327908516,0.0,68.1828046143055
55,102.94914099108428,202.4724892899394,160.7562550753355,0.0,123.65711019933224,231.71277193166316,191.34823760390282,151.7025298178196,0.0,70.62064342945814
56,120.71649925783277,178.9807812049985,132.67134034633636,0.0,97.4328957349062,158.75896997004747,121.52019791305065,108.23418778181076,0.0,67.49503336846828
57,109.62197221070528,181.8383678048849,130.26950992643833,0.0,95.38018909096718,159.34594152495265,121.18256655335426,102.7247646600008,0.0,66.8799657151103
58,113.96974149346352,178.18072793632746,127.71085226535797,0.0,95.0989955291152,162.83972013369203,124.47068689763546,99.12001345306635,0.0,66.64803522080183
59,134.8243139591068,198.93879739940166,186.53204108774662,0.0,100.14888706058264,160.00050618126988,126.590481325984,130.0195725262165,0.0,92.54549614340067
60,88.06125732790679,193.65656549483538,136.77394250035286,0.0,93.69923525303602,161.54622093588114,127.81639379262924,100.75159681588411,0.0,70.00090207159519
61,99.56695580296218,184.86153383553028,128.1468341872096,0.0,92.73975479602814,163.02486588805914,126.77401235699654,96.0063178613782,0.0,66.62947172671556
62,106.76994836516678,186.56532561779022,126.83367800712585,0.0,93.03660373389721,162.51871171221137,126.62560592591763,95.11566524207592,0.0,66.08800339698792
63,106.73306353017688,187.62165876477957,125.2772446423769,0.0,91.62445651739836,163.35557996109128,128.1102981865406,93.92570009082556,0.0,65.54577291756868
64,111.07683577388525,187.9424668699503,125.10111610591412,0.0,92.04608723521233,162.93658695742488,127.96314902603626,92.62631636112928,0.0,65.028229534626
65,154.7217682003975,219.99081305414438,205.13014495372772,0.0,101.0579734891653,161.4979044906795,135.24415025115013,136.78786072134972,0.0,86.44972345232964
