epoch,D_A,G_A,cycle_A,idt_A,D_B,G_B,cycle_B,idt_B
1,35.581824600696564,28.86001169681549,139.73814749717712,76.56169009208679,33.78201150894165,30.090787559747696,154.52371835708618,67.69197142124176
2,11.220972403883934,14.807797878980637,99.57919645309448,51.49516570568085,8.090104654431343,12.370995819568634,112.25560235977173,46.21540725231171
3,7.262242153286934,13.224961549043655,100.0264801979065,51.99901854991913,8.487260773777962,14.328380078077316,113.74579524993896,45.65601050853729
4,7.407674938440323,13.741430968046188,90.91170358657837,46.60849177837372,6.242080524563789,13.596860259771347,101.9102692604065,42.884082674980164
5,6.5021848529577255,13.833751410245895,87.49838638305664,43.90033233165741,8.082809925079346,15.860463500022888,95.22671914100647,41.59281897544861
6,6.156805381178856,14.205302357673645,88.59949278831482,43.93115019798279,5.382001057267189,14.63679313659668,96.79786348342896,41.672303915023804
7,7.080666333436966,14.955622673034668,85.75434494018555,42.656144976615906,6.056383699178696,15.426781505346298,92.62822651863098,41.15175640583038
8,5.752712368965149,14.658179432153702,84.90163731575012,42.17438006401062,4.865500822663307,14.976247936487198,91.82325005531311,41.23614275455475
9,5.88522481918335,14.922427207231522,82.33203077316284,40.94194138050079,7.66689133644104,16.910818606615067,88.98684239387512,40.08235788345337
10,5.620481409132481,14.976691633462906,78.83422923088074,40.62063002586365,4.167897380888462,14.829729825258255,86.79936623573303,39.18536174297333
11,5.573099285364151,15.519455134868622,79.14640283584595,40.35638344287872,5.337542697787285,16.54625365138054,86.85276770591736,38.952394008636475
12,5.058498039841652,14.316613584756851,76.98686361312866,38.90606939792633,6.050930976867676,16.655312061309814,82.10451889038086,38.290040612220764
13,6.133092299103737,16.007365107536316,77.60742902755737,39.87266170978546,4.474867440760136,15.167419195175171,83.88068342208862,38.63614344596863
14,5.609730988740921,14.924164235591888,78.05328822135925,40.03044366836548,4.835782170295715,17.07176637649536,85.10745692253113,38.607749819755554
15,5.521554529666901,14.520601093769073,75.78137421607971,38.11265826225281,4.344555348157883,16.491983950138092,81.81053733825684,37.89694786071777
16,5.671363934874535,14.057632833719254,79.03610754013062,39.88371729850769,7.588559463620186,18.27945190668106,84.78455114364624,38.31680703163147
17,6.352786898612976,14.913420170545578,74.58367657661438,38.158352851867676,4.02905747294426,14.13331264257431,77.97766542434692,37.192331314086914
18,5.84822803735733,15.423532754182816,77.00615572929382,39.458619236946106,4.358181223273277,16.73097997903824,86.18414759635925,38.384753584861755
19,5.671172514557838,13.425562798976898,73.31653642654419,37.94214630126953,4.877529948949814,16.408655554056168,79.95639610290527,36.27189564704895
20,5.515783920884132,14.666827082633972,73.85342836380005,37.74700367450714,4.9426678866147995,15.189811289310455,79.03149771690369,36.52605843544006
21,5.729504890739918,15.366967737674713,75.96915006637573,38.128867626190186,6.6704248040914536,17.992838323116302,81.73920559883118,36.72137975692749
22,5.19014285504818,15.093591868877411,71.9826307296753,37.484437465667725,3.788798674941063,15.4127828925848,79.85737824440002,35.83613622188568
23,7.143873795866966,15.734858274459839,73.60109996795654,37.09107542037964,3.6128456741571426,16.94198787212372,77.42585277557373,35.34296405315399
24,3.830036625266075,14.146939814090729,72.52437663078308,36.85556888580322,6.044470347464085,17.254867792129517,78.39996886253357,35.351760387420654
25,7.005127407610416,16.879772633314133,71.64376592636108,35.82306897640228,3.951619580388069,15.81961539387703,75.51717162132263,34.48996114730835
26,3.973503455519676,14.302139222621918,70.68198847770691,36.44126617908478,2.8730956614017487,18.400800198316574,77.29592108726501,34.70109033584595
27,4.049486592411995,16.461280435323715,71.31324791908264,36.252522230148315,11.581580176949501,17.191891610622406,76.82201862335205,33.6052907705307
28,3.717086799442768,16.675244390964508,66.88169574737549,35.426098704338074,4.202115140855312,12.310467422008514,73.16345119476318,32.58605968952179
29,3.7119210585951805,17.406448036432266,69.27915287017822,35.294671416282654,4.897440440952778,15.85894626379013,72.33402180671692,32.81779086589813
30,5.434351533651352,16.53837239742279,68.09041738510132,35.327465176582336,2.723872222006321,19.108557373285294,75.00553727149963,32.452937602996826
31,2.9366466477513313,17.993258148431778,68.99103140830994,34.94547498226166,3.7862833440303802,17.453029975295067,73.27178883552551,33.33942675590515
32,5.808993585407734,19.30742245912552,68.09497833251953,35.18935251235962,3.871173769235611,17.555810302495956,74.25638556480408,32.84716200828552
33,2.458042688667774,19.18827798962593,71.17516899108887,36.32324528694153,2.094901390373707,20.27653467655182,77.46630477905273,33.89125859737396
34,2.4118322618305683,20.108211010694504,65.96819496154785,34.61919593811035,5.295885220170021,18.82310178875923,71.55561089515686,31.79985535144806
35,7.623415052890778,19.36729484796524,69.21642637252808,34.62428319454193,1.6967970579862595,20.914552867412567,73.87776947021484,33.177132964134216
36,2.467089220881462,18.324625104665756,67.03042387962341,34.34628462791443,2.9161565080285072,19.20501109957695,71.67509579658508,32.10949844121933
37,2.3815139159560204,19.87853693962097,66.04959201812744,33.858604431152344,3.5044422186911106,20.57823859155178,70.03141617774963,31.734366416931152
38,2.5174464657902718,19.98841041326523,67.57254528999329,34.477805733680725,2.393856354057789,19.972563862800598,72.88469743728638,31.92511761188507
39,2.356074273586273,21.71653914451599,66.96899843215942,34.11874842643738,1.4338654838502407,23.013644576072693,72.53505325317383,31.959054350852966
40,1.966881062835455,21.200618237257004,65.10772633552551,33.85642510652542,1.5723047573119402,22.99050772190094,71.78229403495789,31.07169336080551
